partida_id,rodada,clube,atleta,minuto,tipo_de_gol,minuto_numerico
5103,12,Internacional,Ernando Rodrigues Lopes,90+3,,93
5103,12,Flamengo,Paolo Guerrero,11,,11
5103,12,Flamengo,Éverton Cardoso da Silva,66,,66
5104,12,São Paulo,Michel Bastos,18,,18
5104,12,São Paulo,Wesley Lopes Beltrame,49,,49
5104,12,São Paulo,Gabriel Boschilia,90+3,,93
5104,12,São Paulo,Alexandre Pato,13,,13
5105,12,Corinthians,Jadson,77,,77
5105,12,Corinthians,Elias Mendes Trindade,34,,34
5106,12,Fluminense,Gustavo Scarpa,74,,74
5107,13,Santos,Gabriel Barbosa,63,,63
5107,13,Santos,David Braz,31,,31
5107,13,Santos,Lucas Rafael Araújo Lima,46,,46
5108,13,Grêmio,Anderson Salles,60,Gol Contra,60
5108,13,Grêmio,Pedro Rocha Neves,81,,81
5109,13,Atlético Mineiro,Thiago Ribeiro,28,,28
5109,13,Atlético Mineiro,Giovanni Augusto,88,,88
5110,13,São Paulo,Ricardo Centurión,15,,15
5110,13,São Paulo,Alexandre Pato,45+1,,46
5110,13,São Paulo,Alexandre Pato,90+1,,91
5110,13,Coritiba,Marcos Aurélio de Oliveira Lima,60,,60
5112,13,Corinthians,Elias Mendes Trindade,26,,26
5112,13,Corinthians,Uendel Pereira Gonçalves,45+4,,49
5112,13,Corinthians,Jadson,63,,63
5111,13,Internacional,Réver,33,,33
5111,13,Internacional,Victor Vinícius Coelho Santos,45,Penalty,45
5113,13,Athletico Paranaense,Sidcley Ferreira Pereira,69,,69
5113,13,Fluminense,Gustavo Scarpa,52,,52
5113,13,Fluminense,Fred,90+3,,93
5114,13,Cruzeiro,Joel Tagueu,38,,38
5115,13,Sport,Matheus Ferraz Pereira,22,,22
5115,13,Sport,André Felipe Ribeiro de Souza,90,,90
5115,13,Palmeiras,Leandro,44,,44
5115,13,Palmeiras,Leandro,59,,59
5116,13,Avaí,Emerson dos Santos da Silva,10,,10
5116,13,Avaí,William Júnior Salles de Lima Souza,19,,19
5116,13,Chapecoense,Bruno Rangel,48,,48
5117,14,Internacional,Eduardo Sasha,88,,88
5117,14,Goiás,Felipe Menezes,80,Penalty,80
5117,14,Internacional,Eduardo,58,,58
5118,14,Flamengo,Paolo Guerrero,41,,41
5119,14,Corinthians,Malcom Filipe Silva de Oliveira,42,,42
5120,14,Athletico Paranaense,Hernani Azevedo Junior,52,,52
5123,14,Vasco da Gama,Jhon Cley,70,,70
5123,14,Fluminense,Marcos Júnior,59,,59
5123,14,Vasco da Gama,Andrezinho,39,,39
5124,14,Palmeiras,Leandro,15,,15
5122,14,Sport,José Élber Pimentel da Silva,34,,34
5122,14,Sport,Wéverton Almeida Santos,90+3,,93
5125,14,Cruzeiro,Marcos Vinícius de Jesus Araújo,13,,13
5125,14,Avaí,André Lima,82,,82
5126,14,Ponte Preta,Fernando Paixão da Silva,74,Penalty,74
5126,14,Joinville,Silvinho,55,,55
5127,15,Avaí,Rômulo,84,,84
5127,15,Athletico Paranaense,Marcos Guilherme,43,,43
5127,15,Athletico Paranaense,Marcos Guilherme,90,,90
5128,15,Grêmio,Pedro Rocha Neves,45,,45
5128,15,Sport,Diego Souza,63,,63
5129,15,Atlético Mineiro,Lucas Pratto,63,Penalty,63
5131,15,Santos,Gabriel Barbosa,4,,4
5131,15,Santos,Gabriel Barbosa,18,,18
5130,15,Chapecoense,Bruno Rangel,90,Penalty,90
5130,15,Chapecoense,Bruno Rangel,27,,27
5130,15,Fluminense,Edson Felipe da Cruz,29,,29
5135,15,Flamengo,Marcelo Cirino da Silva,72,,72
5133,15,Coritiba,Evandro da Silva,90+2,,92
5133,15,Corinthians,Felipe Augusto de Almeida Monteiro,41,,41
5134,15,São Paulo,Alexandre Pato,45,,45
5136,15,Palmeiras,Leandro,55,,55
5136,15,Palmeiras,Eduardo Pereira Rodrigues,18,,18
5136,15,Vasco da Gama,Duvier Riascos,69,,69
5136,15,Palmeiras,Victor Ramos,35,,35
5136,15,Palmeiras,Leandro,4,,4
5137,16,Corinthians,Carlos Gilberto do Nascimento Silva,61,,61
5137,16,Corinthians,Elias Mendes Trindade,77,,77
5137,16,Corinthians,Renato Augusto,47,,47
5138,16,Atlético Mineiro,Lucas Pratto,44,,44
5138,16,São Paulo,Alexandre Pato,59,,59
5138,16,Atlético Mineiro,Lucas Pratto,20,,20
5138,16,Atlético Mineiro,Lucas Pratto,26,,26
5139,16,Fluminense,Marcos Júnior,77,,77
5141,16,Athletico Paranaense,Walter Henrique da Silva,77,,77
5140,16,Goiás,Liniker da Silva Moreira,69,,69
5140,16,Coritiba,Evandro da Silva,90,,90
5142,16,Joinville,Jeci,40,Gol Contra,40
5142,16,Joinville,Guti,61,,61
5144,16,Figueirense,Marcos Roberto da Silva Barbosa,74,,74
5144,16,Figueirense,Dudu,90+2,,92
5144,16,Ponte Preta,Renato de Araújo Chaves Júnior,51,,51
5144,16,Figueirense,João Vitor Lima Gomes,4,,4
5145,16,Flamengo,Emerson Sheik,42,,42
5145,16,Santos,Ricardo Oliveira,52,,52
5145,16,Santos,Lucas Rafael Araújo Lima,72,,72
5145,16,Flamengo,Alan Patrick,40,,40
5147,17,Avaí,André Lima,6,,6
5148,17,Santos,Geuvânio,20,,20
5148,17,Santos,Ricardo Oliveira,60,,60
5148,17,Santos,Ivan Aparecido Martins,43,Gol Contra,43
5149,17,Athletico Paranaense,Christián Vilches,90+8,,98
5149,17,Sport,Jonathan Marlone,16,,16
5153,17,Ponte Preta,Pablo Castro,71,,71
5152,17,Palmeiras,Jonatan Cristaldo,74,,74
5152,17,Cruzeiro,Alisson Euler de Freitas Castro,5,,5
5152,17,Cruzeiro,Giorgian De Arrascaeta,82,,82
5151,17,São Paulo,Luís Fabiano,48,,48
5151,17,Corinthians,Luciano da Rocha Neves,21,,21
5155,17,Grêmio,Réver,84,Gol Contra,84
5155,17,Grêmio,Luan Guilherme de Jesus Vieira,49,,49
5155,17,Grêmio,Luiz Fernando Pereira da Silva,76,,76
5155,17,Grêmio,Giuliano Victor de Paula,35,,35
5155,17,Grêmio,Luan Guilherme de Jesus Vieira,43,,43
5156,17,Figueirense,Dudu,83,,83
5156,17,Figueirense,Marcos Assis de Santana,89,,89
5156,17,Chapecoense,Bruno Rangel,50,,50
5156,17,Chapecoense,Tiago Luís Martins,56,,56
5158,18,Athletico Paranaense,Hernani Azevedo Junior,25,,25
5158,18,Flamengo,Wallace Reis da Silva,12,,12
5158,18,Athletico Paranaense,Kadu,65,,65
5158,18,Flamengo,Emerson Sheik,40,,40
5158,18,Flamengo,Alan Patrick,45,,45
5157,18,Palmeiras,Rafael Marques Mariano,46,,46
5157,18,Coritiba,Henrique Almeida,18,,18
5157,18,Coritiba,Henrique Almeida,82,,82
5159,18,Santos,Victor Ferraz,49,,49
5161,18,São Paulo,Rogério Ceni,27,Penalty,27
5161,18,São Paulo,Alexandre Pato,14,,14
5162,18,Internacional,Victor Vinícius Coelho Santos,82,,82
5163,18,Corinthians,Jadson,87,Penalty,87
5163,18,Sport,Hernane Vidal de Souza,72,,72
5163,18,Corinthians,Samuel Xavier,60,Gol Contra,60
5163,18,Corinthians,Luciano da Rocha Neves,13,,13
5163,18,Sport,Hernane Vidal de Souza,77,,77
5163,18,Corinthians,Luciano da Rocha Neves,45+2,,47
5163,18,Sport,André Felipe Ribeiro de Souza,17,,17
5164,18,Ponte Preta,Borges,60,,60
5164,18,Ponte Preta,Felipe Azevedo,73,,73
5166,18,Grêmio,Luan Guilherme de Jesus Vieira,55,,55
5166,18,Grêmio,Douglas dos Santos,41,,41
5165,18,Joinville,Marcelinho Paraíba,14,,14
5165,18,Joinville,Bruno Aguiar,27,,27
5165,18,Joinville,Mariano Trípodi,72,,72
5167,19,Coritiba,Evandro da Silva,90+3,,93
5169,19,Goiás,Erik Nascimento de Lima,77,,77
5169,19,Goiás,Felipe Menezes,27,,27
5169,19,Goiás,Erik Nascimento de Lima,45,,45
5170,19,Flamengo,Ederson Honorato Campos,51,,51
5170,19,Palmeiras,Jackson de Souza,6,,6
5170,19,Flamengo,Ederson Honorato Campos,57,,57
5170,19,Palmeiras,Samir,58,Gol Contra,58
5170,19,Palmeiras,Eduardo Pereira Rodrigues,66,,66
5170,19,Palmeiras,Alecsandro,71,,71
5172,19,Figueirense,Clayton da Silveira da Silva,41,Penalty,41
5172,19,Fluminense,Cícero Santos,49,,49
5172,19,Fluminense,Fred,65,,65
5174,19,Ponte Preta,Borges,82,,82
5174,19,Sport,Diego Souza,10,,10
5171,19,Corinthians,Luciano da Rocha Neves,87,,87
5171,19,Avaí,André Lima,15,,15
5171,19,Corinthians,Luciano da Rocha Neves,45+3,,48
5175,19,Grêmio,Frickson Erazo,61,,61
5175,19,Grêmio,Rafael Galhardo,84,,84
5175,19,Joinville,Bruno Aguiar,3,,3
5176,19,Chapecoense,Cléber Santana,41,,41
5176,19,Chapecoense,Apodi,78,,78
5176,19,Atlético Mineiro,Hélio Hermito Zampier Neto,64,Gol Contra,64
5177,20,Goiás,Erik Nascimento de Lima,17,Penalty,17
5177,20,Goiás,Zé Love,4,,4
5177,20,Goiás,Erik Nascimento de Lima,77,Penalty,77
5178,20,Santos,Lucas Rafael Araújo Lima,90+2,Penalty,92
5178,20,Santos,Thiago Maia,14,,14
5178,20,Avaí,Léo Gamalho,83,,83
5178,20,Santos,Ricardo Oliveira,48,,48
5178,20,Santos,Nilson,81,,81
5178,20,Santos,Gabriel Barbosa,11,,11
5178,20,Avaí,Léo Gamalho,29,,29
5179,20,Figueirense,Dudu,63,,63
5179,20,Figueirense,Bruno Alves,70,,70
5179,20,Sport,Renê Rodrigues Martins,32,,32
5180,20,Coritiba,Henrique Almeida,24,,24
5182,20,Joinville,Marlon,90+1,Gol Contra,91
5182,20,Joinville,Mario Sérgio,83,,83
5182,20,Fluminense,Cícero Santos,71,,71
5183,20,Internacional,Paulo Marcos de Jesus Ribeiro,70,,70
5183,20,Internacional,Valdívia,4,,4
5184,20,Corinthians,Vágner Love,15,,15
5184,20,Corinthians,Vágner Love,48,,48
5184,20,Corinthians,Jadson,44,,44
5185,20,Flamengo,Ederson Honorato Campos,42,,42
5185,20,Flamengo,Paolo Guerrero,48,,48
5185,20,São Paulo,Luiz Eduardo,36,,36
5186,20,Palmeiras,Andrei Girotto,5,,5
5186,20,Atlético Mineiro,Lucas Pratto,37,Penalty,37
5186,20,Atlético Mineiro,Lucas Pratto,18,,18
5187,21,Figueirense,Marcos Assis de Santana,90+3,,93
5188,21,São Paulo,Wilder Guisao,53,,53
5188,21,São Paulo,Michel Bastos,35,,35
5188,21,São Paulo,Paulo Henrique Ganso,50,,50
5190,21,Avaí,Léo Gamalho,84,,84
5190,21,Avaí,Léo Gamalho,69,Penalty,69
5190,21,Avaí,Néstor Camacho,90+6,,96
5191,21,Palmeiras,Gabriel Jesus,68,,68
5191,21,Palmeiras,Eduardo Pereira Rodrigues,24,,24
5191,21,Joinville,Marcelinho Paraíba,27,,27
5191,21,Palmeiras,Gabriel Jesus,1,,1
5191,21,Joinville,Marcelinho Paraíba,28,,28
5192,21,Fluminense,Wellington Paulista,47,,47
5192,21,Atlético Mineiro,Giovanni Augusto,22,,22
5192,21,Atlético Mineiro,Patric Cabral Lalau,83,,83
5193,21,Flamengo,Éverton Cardoso da Silva,5,,5
5194,21,Chapecoense,Bruno Rangel,45+3,,48
5194,21,Corinthians,Elias Mendes Trindade,10,,10
5194,21,Corinthians,Vágner Love,14,,14
5194,21,Corinthians,Jadson,90,Penalty,90
5195,21,Santos,Ricardo Oliveira,43,,43
5196,21,Athletico Paranaense,Walter Henrique da Silva,78,Penalty,78
5196,21,Athletico Paranaense,Walter Henrique da Silva,27,,27
5196,21,Athletico Paranaense,Ewandro,90,,90
5198,22,Cruzeiro,Vinícius Vasconcelos Araújo,90+4,,94
5198,22,Ponte Preta,Biro-Biro,59,,59
5198,22,Cruzeiro,Willians Domingos Fernandes,43,,43
5199,22,Internacional,Lisandro López,90+1,,91
5199,22,Internacional,Ernando Rodrigues Lopes,11,,11
5199,22,Internacional,Valdívia,58,,58
5199,22,Internacional,Eduardo Sasha,40,,40
5199,22,Internacional,Nílton Ferreira Júnior,63,,63
5199,22,Internacional,Lisandro López,53,,53
5201,22,Athletico Paranaense,Walter Henrique da Silva,58,Penalty,58
5200,22,Flamengo,Kayke Moreno,55,,55
5200,22,Flamengo,Kayke Moreno,76,,76
5200,22,Flamengo,Alan Patrick,31,,31
5204,22,Goiás,Bruno Henrique,63,,63
5203,22,Corinthians,Marciel Silva da Silva,5,,5
5203,22,Corinthians,Ralf de Souza Teles,71,,71
5205,22,Chapecoense,Hélio Hermito Zampier Neto,83,,83
5205,22,Santos,Ricardo Oliveira,16,,16
5205,22,Santos,Ricardo Oliveira,76,,76
5205,22,Santos,Geuvânio,58,,58
5206,22,Grêmio,Deyvison Rogério da Silva,7,,7
5206,22,Grêmio,Pedro Rocha Neves,78,,78
5207,23,São Paulo,Michel Bastos,72,,72
5207,23,São Paulo,José Rogério de Oliveira Melo,49,,49
5208,23,Atlético Mineiro,Jesús Dátolo,43,,43
5208,23,Vasco da Gama,Nenê,74,Penalty,74
5208,23,Atlético Mineiro,Lucas Pratto,24,Penalty,24
5210,23,Cruzeiro,Willian Gomes de Siqueira,72,,72
5210,23,Cruzeiro,Willian Gomes de Siqueira,75,,75
5210,23,Cruzeiro,Willian Gomes de Siqueira,4,,4
5210,23,Cruzeiro,Vinícius Vasconcelos Araújo,61,,61
5210,23,Cruzeiro,Willian Gomes de Siqueira,28,,28
5210,23,Figueirense,Marquinhos Pedroso,66,,66
5212,23,Grêmio,Douglas dos Santos,52,,52
5212,23,Grêmio,Everton Sousa Soares,83,,83
5212,23,Goiás,Bruno Henrique,44,,44
5213,23,Palmeiras,Róbson Michael Signorini,26,,26
5213,23,Corinthians,Willian José de Souza,38,Gol Contra,38
5213,23,Palmeiras,Eduardo Pereira Rodrigues,42,,42
5213,23,Corinthians,Guilherme Arana,25,,25
5213,23,Palmeiras,Lucas Rios Marques,19,,19
5213,23,Corinthians,Vágner Love,79,,79
5215,23,Fluminense,Jean Raphael Vanderlei Moreira,58,Penalty,58
5215,23,Flamengo,Paulinho,68,,68
5215,23,Flamengo,Emerson Sheik,10,,10
5215,23,Flamengo,Kayke Moreno,15,,15
5214,23,Coritiba,Henrique Almeida,65,,65
5214,23,Coritiba,Henrique Almeida,83,,83
5216,23,Sport,André Felipe Ribeiro de Souza,27,,27
5216,23,Santos,Ricardo Oliveira,21,,21
5217,24,Vasco da Gama,Leandro Costa Miranda Moraes,75,,75
5218,24,Atlético Mineiro,Luan Madson Gedeão de Paiva,12,,12
5218,24,Atlético Mineiro,Leonardo Silva,30,,30
5219,24,Internacional,Nílton Ferreira Júnior,20,,20
5220,24,Figueirense,Clayton da Silveira da Silva,44,Penalty,44
5220,24,Athletico Paranaense,Walter Henrique da Silva,41,,41
5222,24,Santos,Ricardo Oliveira,52,,52
5222,24,Santos,David Braz,32,,32
5222,24,Santos,Rafael Longuine,43,,43
5223,24,Corinthians,Renato Augusto,66,,66
5223,24,Grêmio,Deyvison Rogério da Silva,59,,59
5221,24,Coritiba,Henrique Almeida,29,,29
5221,24,Fluminense,Marcos Júnior,60,,60
5224,24,Goiás,Carlos Eduardo Ferreira de Souza,80,,80
5226,24,Flamengo,Alan Patrick,45+1,,46
5226,24,Flamengo,Luiz Antônio de Souza Soares,69,,69
5227,25,Internacional,Victor Vinícius Coelho Santos,45+4,,49
5228,25,Palmeiras,Zé Roberto,88,Penalty,88
5228,25,Palmeiras,Jackson de Souza,46,,46
5230,25,Corinthians,Malcom Filipe Silva de Oliveira,39,,39
5230,25,Corinthians,Uendel Pereira Gonçalves,58,,58
5230,25,Corinthians,Vágner Love,88,,88
5229,25,Ponte Preta,Renato Baruffi,9,,9
5229,25,Ponte Preta,Luiz Antonio Linhares Garcia,23,,23
5229,25,Ponte Preta,Borges,44,,44
5229,25,Santos,Rafael Longuine,90+3,,93
5231,25,Atlético Mineiro,Carlos Júnior,89,,89
5231,25,Cruzeiro,Willian Gomes de Siqueira,38,,38
5232,25,Grêmio,Everton Sousa Soares,90+3,,93
5232,25,São Paulo,Alexandre Pato,35,,35
5232,25,São Paulo,José Rogério de Oliveira Melo,90+1,,91
5233,25,Flamengo,Paulinho,11,,11
5233,25,Flamengo,Héctor Canteros,33,,33
5233,25,Flamengo,Kayke Moreno,88,,88
5233,25,Chapecoense,Bruno Rangel,81,Penalty,81
5234,25,Vasco da Gama,Nenê,48,Penalty,48
5234,25,Vasco da Gama,Júlio César Coelho Moraes Júnior,5,,5
5236,25,Sport,Danilo Barcelos,18,,18
5235,25,Avaí,Emerson dos Santos da Silva,85,,85
5235,25,Avaí,André Lima,90+3,,93
5235,25,Goiás,Bruno Henrique,29,,29
5239,26,Ponte Preta,Biro-Biro,6,,6
5239,26,Ponte Preta,Alexandro da Silva Batista,81,,81
5239,26,Goiás,Fred,26,,26
5237,26,Joinville,Edigar Junio,39,,39
5237,26,Sport,André Felipe Ribeiro de Souza,90,,90
5238,26,Palmeiras,Lucas Barrios,90,,90
5238,26,Palmeiras,Lucas Barrios,90+3,,93
5238,26,Fluminense,Jean Raphael Vanderlei Moreira,37,,37
5238,26,Palmeiras,Gabriel Jesus,76,,76
5238,26,Palmeiras,Lucas Barrios,69,,69
5241,26,Grêmio,Douglas dos Santos,32,,32
5241,26,Grêmio,Luan Guilherme de Jesus Vieira,47,,47
5241,26,Athletico Paranaense,Ewandro,78,,78
5240,26,Avaí,Renan Oliveira,81,,81
5242,26,Santos,Ricardo Oliveira,71,,71
5242,26,Santos,Marquinhos,90+2,,92
5242,26,Santos,Gabriel Barbosa,38,,38
5242,26,Santos,Gabriel Barbosa,55,,55
5243,26,Corinthians,Malcom Filipe Silva de Oliveira,18,,18
5243,26,Internacional,Réver,38,,38
5243,26,Internacional,Valdívia,74,,74
5244,26,Vasco da Gama,Rafael Silva dos Santos,81,,81
5244,26,Cruzeiro,Willian Gomes de Siqueira,27,,27
5244,26,Cruzeiro,Alisson Euler de Freitas Castro,42,,42
5244,26,Vasco da Gama,Rafael Silva dos Santos,25,,25
5246,26,Coritiba,Kléber,9,Penalty,9
5246,26,Coritiba,Henrique Almeida,25,,25
5248,27,Figueirense,Thiago Santos Santana,76,,76
5248,27,Internacional,Alex Raphael Meschini,37,Penalty,37
5247,27,Palmeiras,Rafael Marques Mariano,59,,59
5247,27,Grêmio,Luan Guilherme de Jesus Vieira,20,,20
5247,27,Grêmio,Luan Guilherme de Jesus Vieira,86,Penalty,86
5247,27,Palmeiras,Vitor Hugo Franchescoli de Souza,7,,7
5247,27,Palmeiras,Lucas Barrios,32,,32
5249,27,Ponte Preta,Fernando Paixão da Silva,26,Penalty,26
5249,27,Fluminense,Gustavo Scarpa,47,,47
5249,27,Ponte Preta,Marlon,42,Gol Contra,42
5249,27,Ponte Preta,Borges,8,,8
5250,27,Goiás,Erik Nascimento de Lima,73,Penalty,73
5250,27,Goiás,Fred,19,,19
5250,27,Goiás,Erik Nascimento de Lima,88,,88
5251,27,Corinthians,Jadson,86,Penalty,86
5251,27,Corinthians,Jadson,88,,88
5253,27,Atlético Mineiro,Jemerson de Jesus Nascimento,55,,55
5253,27,Atlético Mineiro,Jesús Dátolo,71,,71
5253,27,Flamengo,Paulinho,19,,19
5253,27,Atlético Mineiro,Marcelo Augusto Mathias da Silva,16,Gol Contra,16
5253,27,Atlético Mineiro,Jemerson de Jesus Nascimento,26,,26
5252,27,Vasco da Gama,Nenê,2,,2
5252,27,Vasco da Gama,Rafael Vaz,49,,49
5252,27,Sport,José Élber Pimentel da Silva,40,,40
5254,27,Avaí,Anderson Lopes,71,,71
5254,27,São Paulo,Breno Vinícius Rodrigues Borges,43,,43
5254,27,Avaí,Marquinhos Santos,18,,18
5256,27,Coritiba,Negueba,45,,45
5256,27,Coritiba,Henrique Almeida,13,,13
5255,27,Cruzeiro,Rafael Lima,24,Gol Contra,24
5255,27,Cruzeiro,Fabiano,11,,11
5257,28,Fluminense,Fred,29,,29
5257,28,Fluminense,Gustavo Scarpa,50,,50
5258,28,Grêmio,Giuliano Victor de Paula,24,,24
5258,28,Grêmio,Maximiliano Rodríguez Maeso,76,,76
5258,28,Avaí,André Lima,64,,64
5258,28,Grêmio,Giuliano Victor de Paula,12,,12
5259,28,Ponte Preta,Biro-Biro,15,,15
5259,28,Ponte Preta,Biro-Biro,64,,64
5259,28,Athletico Paranaense,Bruno da Mota,29,,29
5260,28,Internacional,Valdívia,27,Penalty,27
5260,28,Santos,Marquinhos,37,,37
5260,28,Santos,Gabriel Barbosa,60,Penalty,60
5260,28,Santos,Leandro,90,,90
5261,28,Flamengo,Emerson Sheik,12,,12
5261,28,Vasco da Gama,Nenê,62,Penalty,62
5261,28,Vasco da Gama,Rodrigo Baldasso da Costa,58,,58
5262,28,Atlético Mineiro,Luan Madson Gedeão de Paiva,52,,52
5262,28,Atlético Mineiro,Thiago Ribeiro,82,,82
5262,28,Joinville,Everton Kempes dos Santos Gonçalves,62,,62
5262,28,Joinville,Willian Popp,83,,83
5263,28,Corinthians,Carlos Gilberto do Nascimento Silva,67,,67
5263,28,Corinthians,Renato Augusto,83,,83
5263,28,Figueirense,Leandro Silva,90+1,,91
5263,28,Corinthians,Elias Mendes Trindade,15,,15
5264,28,São Paulo,Carlos Andrade Souza,60,,60
5264,28,Palmeiras,Róbson Michael Signorini,90+3,,93
5265,28,Sport,Diego Souza,25,,25
5265,28,Sport,Apodi,78,Gol Contra,78
5265,28,Sport,Régis,84,,84
5266,28,Cruzeiro,Ceará,22,,22
5266,28,Cruzeiro,Willian Gomes de Siqueira,66,,66
5267,29,Internacional,Lisandro López,65,,65
5267,29,Internacional,Rodrigo Dourado,82,,82
5267,29,Sport,José Élber Pimentel da Silva,80,,80
5268,29,Atlético Mineiro,Leandro Silva,41,Gol Contra,41
5268,29,Atlético Mineiro,Lucas Pratto,85,Penalty,85
5268,29,Atlético Mineiro,Giovanni Augusto,66,,66
5269,29,São Paulo,José Rogério de Oliveira Melo,72,,72
5271,29,Flamengo,Ayrton Ganino,57,,57
5271,29,Flamengo,Gabriel Santana,82,,82
5270,29,Avaí,André Lima,86,,86
5270,29,Vasco da Gama,Nenê,45,Penalty,45
5274,29,Goiás,Zé Love,45+5,Penalty,50
5274,29,Figueirense,Dudu,57,,57
5274,29,Figueirense,Dudu,60,,60
5274,29,Figueirense,Rafael Bastos,87,,87
5274,29,Goiás,Leandro Silva,67,Gol Contra,67
5275,29,Ponte Preta,Felipe Azevedo,64,,64
5275,29,Corinthians,Jadson,43,,43
5275,29,Corinthians,Rodrigo Eduardo Costa Marinho,84,,84
5275,29,Ponte Preta,Elton Junior Melo Ataíde,61,,61
5272,29,Santos,Lucas Rafael Araújo Lima,5,,5
5272,29,Santos,Marquinhos,11,,11
5272,29,Santos,Neto Berola,84,,84
5272,29,Fluminense,Robert Gonçalves Santos,90+2,,92
5276,29,Chapecoense,Camilo,23,,23
5276,29,Palmeiras,Eduardo Pereira Rodrigues,58,,58
5276,29,Chapecoense,Túlio de Melo,55,,55
5276,29,Chapecoense,Apodi,65,,65
5276,29,Chapecoense,Hélio Hermito Zampier Neto,5,,5
5276,29,Chapecoense,Ananias Elói Castro Monteiro,86,,86
5277,30,Atlético Mineiro,Lucas Pratto,17,Penalty,17
5277,30,Atlético Mineiro,Marcos Rocha,70,,70
5277,30,Internacional,Paulo Marcos de Jesus Ribeiro,39,,39
5278,30,Sport,André Felipe Ribeiro de Souza,63,,63
5278,30,Sport,André Felipe Ribeiro de Souza,84,,84
5278,30,Sport,Régis,61,,61
5279,30,Joinville,Marcelinho Paraíba,32,Penalty,32
5279,30,Joinville,Rafael Donato,57,,57
5279,30,Coritiba,Henrique Almeida,89,Penalty,89
5279,30,Joinville,Carlos Eduardo Antônio dos Santos,73,,73
5280,30,Figueirense,Clayton da Silveira da Silva,22,,22
5280,30,Figueirense,Clayton da Silveira da Silva,66,,66
5280,30,Figueirense,Dudu,89,,89
5281,30,Ponte Preta,Fernando Paixão da Silva,28,Penalty,28
5282,30,Fluminense,Marcos Júnior,49,,49
5282,30,Fluminense,Fred,31,,31
5283,30,Cruzeiro,Giorgian De Arrascaeta,85,,85
5283,30,Athletico Paranaense,Ewandro,36,,36
5283,30,Athletico Paranaense,Bruno Pereirinha,79,,79
5283,30,Cruzeiro,Fabrício dos Santos Silva,74,,74
5285,30,Corinthians,Rodrigo Eduardo Costa Marinho,88,,88
5285,30,Corinthians,Edu Dracena,16,,16
5285,30,Corinthians,Malcom Filipe Silva de Oliveira,26,,26
5284,30,Chapecoense,Bruno Rangel,86,Penalty,86
5284,30,Vasco da Gama,Rodrigo Baldasso da Costa,72,,72
5286,30,Grêmio,Bressan,27,,27
5287,31,Palmeiras,Jonatan Cristaldo,60,,60
5287,31,Palmeiras,Eduardo Pereira Rodrigues,78,,78
5287,31,Avaí,André Lima,69,,69
5287,31,Palmeiras,Gabriel Jesus,17,,17
5288,31,Joinville,Everton Kempes dos Santos Gonçalves,54,,54
5290,31,Cruzeiro,Willian Gomes de Siqueira,28,,28
5290,31,Cruzeiro,Willian Gomes de Siqueira,47,,47
5289,31,Ponte Preta,Alexandro da Silva Batista,88,,88
5289,31,Ponte Preta,Biro-Biro,90+4,,94
5289,31,Ponte Preta,Alexandro da Silva Batista,50,,50
5291,31,Athletico Paranaense,Bruno da Mota,56,,56
5291,31,Corinthians,Vágner Love,62,,62
5291,31,Corinthians,Renato Augusto,17,,17
5291,31,Corinthians,Renato Augusto,45+1,,46
5291,31,Corinthians,Vágner Love,29,,29
5293,31,Vasco da Gama,Rodrigo Baldasso da Costa,63,,63
5293,31,Vasco da Gama,Nenê,45+1,Penalty,46
5293,31,São Paulo,Luís Fabiano,1,,1
5293,31,São Paulo,Rodrigo Caio,88,,88
5292,31,Internacional,Ernando Rodrigues Lopes,18,,18
5294,31,Chapecoense,Apodi,90+5,,95
5294,31,Grêmio,Douglas dos Santos,5,,5
5294,31,Grêmio,Deyvison Rogério da Silva,34,,34
5294,31,Chapecoense,Túlio de Melo,57,Penalty,57
5294,31,Chapecoense,Túlio de Melo,78,,78
5295,31,Goiás,David França Oliveira e Silva,49,,49
5295,31,Santos,Werley Ananias da Silva,12,,12
5295,31,Santos,Ricardo Oliveira,15,,15
5295,31,Santos,Ricardo Oliveira,45+1,,46
5296,31,Atlético Mineiro,Thiago Ribeiro,84,Penalty,84
5296,31,Sport,Maikon Leite,54,,54
5296,31,Sport,Matheus Ferraz Pereira,7,,7
5296,31,Sport,Diego Souza,23,,23
5296,31,Sport,José Élber Pimentel da Silva,27,,27
5297,32,Athletico Paranaense,Walter Henrique da Silva,60,,60
5298,32,Internacional,Victor Vinícius Coelho Santos,65,,65
5300,32,Sport,André Felipe Ribeiro de Souza,59,Penalty,59
5300,32,Sport,Jonathan Marlone,16,,16
5301,32,Corinthians,Vágner Love,45+2,,47
5302,32,Coritiba,Luis Cáceres,45,,45
5302,32,São Paulo,Alan Kardec,25,,25
5302,32,São Paulo,Alexandre Pato,64,,64
5305,32,Cruzeiro,Giorgian De Arrascaeta,51,,51
5306,32,Atlético Mineiro,Luan Madson Gedeão de Paiva,51,,51
5306,32,Atlético Mineiro,Giovanni Augusto,56,,56
5306,32,Ponte Preta,Renato de Araújo Chaves Júnior,90+2,,92
5307,33,São Paulo,Paulo Henrique Ganso,19,,19
5307,33,São Paulo,Luís Fabiano,43,,43
5307,33,São Paulo,Michel Bastos,64,,64
5308,33,Cruzeiro,Leandro Damião,75,,75
5308,33,Avaí,Rômulo,52,,52
5309,33,Ponte Preta,Guti,55,Gol Contra,55
