partida_id,rodada,clube,cartao,atleta,num_camisa,posicao,minuto,minuto_numerico
5270,29,Avaí,Amarelo,Romário Guilherme dos Santos,66.0,Zagueiro,53,53
5270,29,Avaí,Amarelo,Marquinhos Santos,10.0,Meio-campo,28,28
5270,29,Vasco da Gama,Amarelo,Madson,2.0,Zagueiro,78,78
5270,29,Vasco da Gama,Amarelo,Sérgio Antônio Borges Júnior,15.0,,59,59
5270,29,Vasco da Gama,Amarelo,Bruno Vieira Gallo de Oliveira,5.0,Meio-campo,3,3
5274,29,Figueirense,Vermelho,Carlos Alberto Gomes de Jesus,19.0,Meio-campo,45+2,47
5274,29,Goiás,Amarelo,Bruno Henrique,7.0,Meio-campo,22,22
5274,29,Figueirense,Amarelo,Bruno Alves,59.0,Zagueiro,61,61
5274,29,Figueirense,Amarelo,Fabinho,77.0,Meio-campo,45+1,46
5274,29,Figueirense,Amarelo,Luiz Felipe Ventura dos Santos,1.0,,87,87
5274,29,Figueirense,Amarelo,Thiago Heleno,4.0,Zagueiro,45+4,49
5274,29,Figueirense,Amarelo,Juninho,25.0,Zagueiro,18,18
5273,29,Cruzeiro,Amarelo,Henrique Pacheco Lima,8.0,Meio-campo,81,81
5273,29,Cruzeiro,Amarelo,Willians Domingos Fernandes,5.0,Meio-campo,34,34
5273,29,Grêmio,Amarelo,Edinho,15.0,Meio-campo,70,70
5273,29,Cruzeiro,Amarelo,Willian Gomes de Siqueira,25.0,Atacante,49,49
5273,29,Grêmio,Amarelo,Deyvison Rogério da Silva,13.0,,88,88
5273,29,Grêmio,Amarelo,Rafael Galhardo,2.0,Zagueiro,33,33
5275,29,Ponte Preta,Amarelo,Luiz Antonio Linhares Garcia,4.0,Zagueiro,75,75
5275,29,Corinthians,Amarelo,Yago Fernando da Silva,3.0,Zagueiro,90+2,92
5275,29,Corinthians,Amarelo,Felipe Augusto de Almeida Monteiro,28.0,Zagueiro,83,83
5275,29,Ponte Preta,Vermelho,Rodinei de Almeida,2.0,Zagueiro,88,88
5275,29,Ponte Preta,Amarelo,Rodinei de Almeida,2.0,Zagueiro,45,45
5275,29,Corinthians,Amarelo,Danilo Gabriel de Andrade,20.0,,86,86
5275,29,Corinthians,Amarelo,Elias Mendes Trindade,7.0,Meio-campo,50,50
5272,29,Santos,Amarelo,Thiago Maia,29.0,Meio-campo,38,38
5272,29,Fluminense,Amarelo,Marlon,4.0,Zagueiro,70,70
5272,29,Santos,Amarelo,Neto Berola,40.0,,77,77
5272,29,Santos,Amarelo,Daniel Guedes,38.0,Zagueiro,12,12
5272,29,Fluminense,Amarelo,Lucas Pierre Santos Oliveira,5.0,Meio-campo,34,34
5276,29,Palmeiras,Amarelo,Gabriel Jesus,33.0,Meio-campo,84,84
5276,29,Palmeiras,Amarelo,Egídio de Araújo Pereira Júnior,66.0,Zagueiro,61,61
5276,29,Palmeiras,Amarelo,Andrei Girotto,28.0,,49,49
5276,29,Palmeiras,Amarelo,Jackson de Souza,26.0,Zagueiro,80,80
5276,29,Palmeiras,Amarelo,Fernando Prass,1.0,Goleiro,56,56
5277,30,Atlético Mineiro,Amarelo,Leandro Donizete,8.0,Meio-campo,12,12
5277,30,Internacional,Amarelo,Alex Raphael Meschini,12.0,Meio-campo,45,45
5277,30,Atlético Mineiro,Amarelo,Luan Madson Gedeão de Paiva,27.0,Meio-campo,87,87
5277,30,Internacional,Amarelo,Victor Vinícius Coelho Santos,21.0,,89,89
5277,30,Internacional,Amarelo,Rodrigo Dourado,13.0,Meio-campo,16,16
5278,30,Sport,Amarelo,Rithely,21.0,Meio-campo,81,81
5278,30,Avaí,Amarelo,Eduardo Neto,8.0,Meio-campo,53,53
5278,30,Avaí,Amarelo,Renan Martins Pereira,33.0,Meio-campo,29,29
5278,30,Avaí,Amarelo,Antonio Carlos Capocasali,25.0,Zagueiro,23,23
5278,30,Sport,Amarelo,Wendel Geraldo Maurício e Silva,17.0,Zagueiro,50,50
5278,30,Avaí,Amarelo,Nino Paraíba,2.0,Zagueiro,50,50
5278,30,Avaí,Amarelo,Anderson Lopes,11.0,Atacante,29,29
5279,30,Joinville,Amarelo,Arnaldo Manoel de Almeida,13.0,,90+2,92
5279,30,Joinville,Amarelo,Marcelinho Paraíba,10.0,Meio-campo,84,84
5279,30,Joinville,Amarelo,Edson Ratinho,2.0,Zagueiro,29,29
5279,30,Joinville,Amarelo,Lucas Crispim,7.0,Meio-campo,90+5,95
5279,30,Joinville,Amarelo,Agenor,1.0,Goleiro,84,84
5279,30,Joinville,Amarelo,Guti,4.0,Zagueiro,37,37
5279,30,Coritiba,Amarelo,Walisson,21.0,Zagueiro,70,70
5280,30,Figueirense,Amarelo,Thiago Heleno,4.0,Zagueiro,29,29
5280,30,Flamengo,Amarelo,Emerson Sheik,11.0,Meio-campo,65,65
5281,30,Palmeiras,Amarelo,Gabriel Jesus,33.0,,90+3,93
5281,30,Ponte Preta,Amarelo,Cristian Martins Cabral,10.0,Meio-campo,76,76
5281,30,Ponte Preta,Amarelo,Gilson Gomes do Nascimento,6.0,Zagueiro,43,43
5281,30,Palmeiras,Amarelo,Eduardo Pereira Rodrigues,7.0,Meio-campo,58,58
5281,30,Ponte Preta,Amarelo,Jeferson,2.0,Zagueiro,47,47
5282,30,São Paulo,Amarelo,Paulo Henrique Ganso,10.0,Meio-campo,68,68
5282,30,São Paulo,Amarelo,Hudson,25.0,Meio-campo,7,7
5282,30,São Paulo,Amarelo,Rodrigo Caio,3.0,Zagueiro,86,86
5282,30,São Paulo,Amarelo,Alexandre Pato,11.0,Meio-campo,33,33
5283,30,Athletico Paranaense,Amarelo,Otávio Henrique Santos,5.0,Meio-campo,83,83
5283,30,Athletico Paranaense,Amarelo,Sidcley Ferreira Pereira,6.0,Zagueiro,45,45
5283,30,Cruzeiro,Amarelo,Giorgian De Arrascaeta,10.0,,90+1,91
5283,30,Athletico Paranaense,Amarelo,Kadu,4.0,Zagueiro,89,89
5283,30,Athletico Paranaense,Amarelo,Walter Henrique da Silva,18.0,Atacante,64,64
5283,30,Athletico Paranaense,Amarelo,Bruno da Mota,10.0,Meio-campo,18,18
5283,30,Cruzeiro,Amarelo,Mário Sérgio Santos Costa,37.0,Atacante,45+1,46
5285,30,Goiás,Amarelo,Bruno Henrique,19.0,,87,87
5285,30,Goiás,Amarelo,Zé Love,9.0,Atacante,60,60
5285,30,Goiás,Amarelo,Patrick,7.0,Meio-campo,8,8
5285,30,Corinthians,Amarelo,Edu Dracena,2.0,Zagueiro,76,76
5285,30,Goiás,Amarelo,Diogo Barbosa,6.0,Zagueiro,81,81
5285,30,Goiás,Amarelo,Ygor Maciel Santiago,5.0,Meio-campo,42,42
5284,30,Vasco da Gama,Amarelo,Romário de Souza Faria Júnior,17.0,,84,84
5284,30,Vasco da Gama,Amarelo,Rodrigo Baldasso da Costa,3.0,Zagueiro,57,57
5284,30,Chapecoense,Amarelo,Marcos Danilo Padilha,1.0,Goleiro,90+4,94
5284,30,Chapecoense,Amarelo,Hélio Hermito Zampier Neto,29.0,Zagueiro,68,68
5284,30,Chapecoense,Amarelo,Dener Assunção Braz,6.0,Zagueiro,31,31
5284,30,Vasco da Gama,Amarelo,Leandro Costa Miranda Moraes,9.0,Atacante,73,73
5284,30,Vasco da Gama,Amarelo,Germán Herrera,11.0,Atacante,40,40
5284,30,Chapecoense,Amarelo,Thiego,27.0,Zagueiro,90+2,92
5284,30,Chapecoense,Amarelo,Camilo,10.0,Meio-campo,62,62
5286,30,Santos,Vermelho,Gabriel Barbosa,10.0,Atacante,90+4,94
5286,30,Grêmio,Amarelo,Douglas dos Santos,10.0,Meio-campo,64,64
5286,30,Santos,Amarelo,Gabriel Barbosa,10.0,Atacante,90+3,93
5286,30,Santos,Amarelo,Vanderlei Farias da Silva,1.0,Goleiro,15,15
5286,30,Grêmio,Amarelo,Moisés,37.0,,90+3,93
5286,30,Grêmio,Amarelo,Pedro Geromel,3.0,Zagueiro,54,54
5286,30,Santos,Amarelo,David Braz,14.0,Zagueiro,88,88
5287,31,Avaí,Amarelo,Adriano Pagode,15.0,Meio-campo,43,43
5287,31,Palmeiras,Amarelo,Eduardo Pereira Rodrigues,7.0,,85,85
5287,31,Palmeiras,Amarelo,Agustín Allione,20.0,Meio-campo,43,43
5287,31,Avaí,Amarelo,Marquinhos Santos,10.0,Meio-campo,45+2,47
5287,31,Avaí,Amarelo,Nino Paraíba,2.0,Zagueiro,6,6
5287,31,Palmeiras,Amarelo,Thiago dos Santos,35.0,Meio-campo,45,45
5287,31,Palmeiras,Amarelo,Andrei Girotto,28.0,Meio-campo,13,13
5288,31,Joinville,Amarelo,Willian Popp,21.0,,83,83
5288,31,Figueirense,Amarelo,Jefferson Nogueira,15.0,,86,86
5288,31,Figueirense,Amarelo,Leandro Silva,2.0,Zagueiro,59,59
5288,31,Joinville,Vermelho,Carlos Eduardo Antônio dos Santos,5.0,Meio-campo,90+4,94
5288,31,Joinville,Amarelo,Carlos Eduardo Antônio dos Santos,5.0,Meio-campo,31,31
5288,31,Figueirense,Amarelo,Clayton da Silveira da Silva,7.0,Meio-campo,59,59
5290,31,Cruzeiro,Amarelo,Allano,35.0,Atacante,66,66
5290,31,Cruzeiro,Amarelo,Manoel Messias Silva Carvalho,27.0,Zagueiro,90+2,92
5290,31,Fluminense,Amarelo,Gum,3.0,Zagueiro,8,8
5289,31,Ponte Preta,Amarelo,Elton Junior Melo Ataíde,8.0,Meio-campo,84,84
5289,31,Coritiba,Amarelo,Alan Santos da Silva,5.0,Meio-campo,77,77
5289,31,Coritiba,Amarelo,Leandro Silva,15.0,Zagueiro,39,39
5289,31,Ponte Preta,Amarelo,Rodinei de Almeida,2.0,Zagueiro,90+2,92
5289,31,Ponte Preta,Amarelo,Fernando Paixão da Silva,5.0,Meio-campo,37,37
5289,31,Coritiba,Amarelo,Ruy Franco de Almeida Junior,26.0,,63,63
5291,31,Athletico Paranaense,Amarelo,Carlos Eduardo Santos Oliveira,2.0,Zagueiro,63,63
5291,31,Corinthians,Amarelo,Felipe Augusto de Almeida Monteiro,28.0,Zagueiro,13,13
5291,31,Athletico Paranaense,Amarelo,Rodolfo de Melo,22.0,,60,60
5293,31,São Paulo,Vermelho,Matheus Reis,4.0,Zagueiro,44,44
5293,31,São Paulo,Amarelo,Matheus Reis,4.0,Zagueiro,22,22
5293,31,São Paulo,Amarelo,Reinaldo Manoel da Silva,16.0,,90+2,92
5293,31,Vasco da Gama,Amarelo,Luan Garcia Teixeira,4.0,Zagueiro,48,48
5292,31,Internacional,Amarelo,Paulo Marcos de Jesus Ribeiro,25.0,Zagueiro,61,61
5292,31,Internacional,Amarelo,Réver,3.0,Zagueiro,90+3,93
5294,31,Grêmio,Amarelo,Braian Rodríguez,9.0,,90,90
5294,31,Grêmio,Amarelo,Pedro Geromel,3.0,Zagueiro,44,44
5294,31,Chapecoense,Amarelo,Cléber Santana,88.0,Meio-campo,23,23
5294,31,Chapecoense,Vermelho,Vilson Xavier de Menezes Júnior,34.0,Zagueiro,90,90
5294,31,Grêmio,Amarelo,Frickson Erazo,33.0,Zagueiro,90,90
5294,31,Chapecoense,Amarelo,Apodi,2.0,Zagueiro,67,67
5295,31,Goiás,Amarelo,David França Oliveira e Silva,8.0,Meio-campo,45+2,47
5296,31,Atlético Mineiro,Vermelho,Carlos Júnior,13.0,Meio-campo,19,19
5296,31,Atlético Mineiro,Amarelo,Carlos Júnior,13.0,Meio-campo,15,15
5297,32,Athletico Paranaense,Amarelo,Walter Henrique da Silva,18.0,Atacante,78,78
5297,32,Athletico Paranaense,Amarelo,Marcos Guilherme,10.0,Meio-campo,4,4
5297,32,Fluminense,Amarelo,Marcos Júnior,35.0,,86,86
5297,32,Athletico Paranaense,Amarelo,Otávio Henrique Santos,5.0,Meio-campo,39,39
5298,32,Joinville,Amarelo,Marcelinho Paraíba,10.0,Meio-campo,50,50
5298,32,Internacional,Amarelo,Victor Vinícius Coelho Santos,21.0,Atacante,83,83
5298,32,Joinville,Amarelo,Everton Kempes dos Santos Gonçalves,9.0,Atacante,23,23
5299,32,Figueirense,Amarelo,Fabinho,77.0,Meio-campo,84,84
5299,32,Figueirense,Amarelo,Sueliton Pereira,52.0,Zagueiro,41,41
5299,32,Figueirense,Amarelo,João Vitor Lima Gomes,70.0,Meio-campo,14,14
5299,32,Santos,Amarelo,Gustavo Henrique Vernes,6.0,Zagueiro,55,55
5299,32,Figueirense,Amarelo,Thiago Heleno,4.0,Zagueiro,79,79
5299,32,Figueirense,Amarelo,Dudu,11.0,Atacante,21,21
5299,32,Santos,Amarelo,Cristian Ledesma,24.0,Meio-campo,62,62
5300,32,Palmeiras,Amarelo,Matheus Sales,36.0,Meio-campo,19,19
5300,32,Palmeiras,Amarelo,João Pedro Maturano dos Santos,22.0,Zagueiro,58,58
5300,32,Sport,Amarelo,Samuel,19.0,,90,90
5303,32,Chapecoense,Amarelo,José Gildeixon Clemente de Paiva,8.0,Meio-campo,54,54
5303,32,Avaí,Amarelo,Rômulo,17.0,Atacante,22,22
5303,32,Avaí,Amarelo,Romário Guilherme dos Santos,66.0,Zagueiro,58,58
5301,32,Corinthians,Amarelo,Guilherme Arana,13.0,Zagueiro,85,85
5301,32,Corinthians,Amarelo,Elias Mendes Trindade,7.0,Meio-campo,35,35
5301,32,Flamengo,Amarelo,Jonas Gomes de Sousa,18.0,Meio-campo,42,42
5301,32,Flamengo,Vermelho,Jonas Gomes de Sousa,18.0,Meio-campo,58,58
5301,32,Corinthians,Amarelo,Edílson Mendes Guimarães,33.0,Zagueiro,67,67
5301,32,Flamengo,Amarelo,Paolo Guerrero,9.0,Atacante,48,48
5304,32,Grêmio,Amarelo,Luiz Fernando Pereira da Silva,77.0,,90+3,93
5304,32,Vasco da Gama,Amarelo,Bruno Vieira Gallo de Oliveira,5.0,Meio-campo,85,85
5304,32,Grêmio,Amarelo,Walace,5.0,Meio-campo,2,2
5302,32,Coritiba,Vermelho,Henrique Almeida,91.0,Meio-campo,72,72
5302,32,Coritiba,Amarelo,Luis Cáceres,6.0,Meio-campo,28,28
5302,32,Coritiba,Amarelo,Henrique Almeida,91.0,Meio-campo,4,4
5302,32,São Paulo,Amarelo,Rodrigo Caio,3.0,Meio-campo,19,19
5302,32,Coritiba,Amarelo,Ruy Franco de Almeida Junior,26.0,Meio-campo,70,70
5302,32,Coritiba,Amarelo,Rafael Marques Pinto,4.0,Zagueiro,5,5
5302,32,São Paulo,Amarelo,Luiz Eduardo,26.0,Zagueiro,78,78
5302,32,São Paulo,Amarelo,Alan Kardec,14.0,Atacante,5,5
5305,32,Goiás,Amarelo,Patrick,5.0,Meio-campo,80,80
5305,32,Goiás,Amarelo,Arthur Rodrigues Rezende,10.0,Meio-campo,45,45
5305,32,Cruzeiro,Amarelo,Ariel Cabral,40.0,Meio-campo,72,72
5305,32,Cruzeiro,Amarelo,Fabrício dos Santos Silva,6.0,Zagueiro,43,43
5305,32,Goiás,Amarelo,Bruno Henrique,7.0,Meio-campo,53,53
5305,32,Goiás,Amarelo,Erik Nascimento de Lima,11.0,Atacante,19,19
5305,32,Cruzeiro,Amarelo,Willians Domingos Fernandes,5.0,Meio-campo,57,57
5305,32,Cruzeiro,Amarelo,Paulo André,20.0,Zagueiro,16,16
5306,32,Atlético Mineiro,Amarelo,Jemerson de Jesus Nascimento,4.0,Zagueiro,90+6,96
5306,32,Ponte Preta,Amarelo,Gilson Gomes do Nascimento,6.0,Zagueiro,5,5
5306,32,Atlético Mineiro,Amarelo,Marcos Rocha,2.0,Zagueiro,90+1,91
5307,33,Sport,Amarelo,Wendel Geraldo Maurício e Silva,17.0,Meio-campo,85,85
5307,33,São Paulo,Amarelo,Michel Bastos,7.0,Meio-campo,28,28
5307,33,Sport,Amarelo,Rithely,21.0,Meio-campo,48,48
5308,33,Avaí,Amarelo,Jubal Rocha Mendes Júnior,14.0,Zagueiro,90+2,92
5308,33,Avaí,Amarelo,Néstor Camacho,16.0,Meio-campo,28,28
5308,33,Cruzeiro,Amarelo,Marcos Vinícius de Jesus Araújo,34.0,Atacante,77,77
5308,33,Avaí,Amarelo,Eduardo Neto,8.0,Meio-campo,31,31
5308,33,Cruzeiro,Amarelo,Manoel Messias Silva Carvalho,27.0,Zagueiro,90,90
5308,33,Cruzeiro,Amarelo,Charles Fernando Basílio da Silva,28.0,Meio-campo,40,40
5309,33,Ponte Preta,Amarelo,Rodinei de Almeida,2.0,Zagueiro,89,89
5309,33,Ponte Preta,Amarelo,Juninho,6.0,Zagueiro,56,56
5309,33,Joinville,Amarelo,Edson Ratinho,2.0,Zagueiro,80,80
5309,33,Joinville,Amarelo,Carlos Eduardo Antônio dos Santos,7.0,Meio-campo,30,30
5309,33,Ponte Preta,Amarelo,Fernando Paixão da Silva,5.0,Meio-campo,62,62
5309,33,Joinville,Amarelo,Lucas Crispim,19.0,,90+1,91
5309,33,Joinville,Amarelo,Guti,4.0,Zagueiro,57,57
5309,33,Joinville,Amarelo,Marinaldo dos Santos Oliveira,5.0,Meio-campo,15,15
5310,33,Coritiba,Amarelo,Thiago Lopes,37.0,,90+4,94
5310,33,Figueirense,Amarelo,Yago Rocha,27.0,Meio-campo,68,68
5310,33,Figueirense,Amarelo,Marcos Roberto da Silva Barbosa,3.0,Zagueiro,50,50
5310,33,Figueirense,Amarelo,Dener Gonçalves Pinheiro,55.0,Meio-campo,22,22
5310,33,Coritiba,Amarelo,Walisson,21.0,Zagueiro,45+3,48
5310,33,Figueirense,Amarelo,Thiago Heleno,4.0,Zagueiro,63,63
5310,33,Figueirense,Amarelo,Dudu,11.0,Meio-campo,35,35
5313,33,Flamengo,Amarelo,Paolo Guerrero,9.0,Atacante,59,59
5313,33,Flamengo,Vermelho,Paolo Guerrero,9.0,Atacante,59,59
5314,33,Atlético Mineiro,Amarelo,Leandro Donizete,8.0,Meio-campo,60,60
5311,33,Chapecoense,Amarelo,Vilson Xavier de Menezes Júnior,34.0,Zagueiro,38,38
5311,33,Athletico Paranaense,Amarelo,Ricardo Silva,13.0,,86,86
5311,33,Athletico Paranaense,Amarelo,Fernando Barrientos,7.0,Meio-campo,53,53
5311,33,Athletico Paranaense,Vermelho,Marcos Guilherme,10.0,Meio-campo,44,44
5311,33,Chapecoense,Amarelo,Túlio de Melo,99.0,Atacante,90+5,95
5311,33,Chapecoense,Amarelo,Cléber Santana,88.0,Meio-campo,15,15
5311,33,Athletico Paranaense,Amarelo,Cléverson Gabriel Córdova,9.0,Atacante,62,62
5311,33,Athletico Paranaense,Amarelo,Kadu,4.0,Zagueiro,35,35
5312,33,Palmeiras,Vermelho,Jonatan Cristaldo,9.0,,90,90
5312,33,Santos,Amarelo,José Carlos Cracco Neto,37.0,Zagueiro,90+3,93
5312,33,Santos,Amarelo,Gabriel Barbosa,10.0,Meio-campo,68,68
5312,33,Palmeiras,Amarelo,Thiago dos Santos,35.0,Meio-campo,40,40
5312,33,Santos,Amarelo,Gustavo Henrique Vernes,6.0,Zagueiro,77,77
5312,33,Palmeiras,Amarelo,Eduardo Pereira Rodrigues,7.0,Meio-campo,90+1,91
5312,33,Palmeiras,Amarelo,Zé Roberto,11.0,Zagueiro,24,24
5315,33,Fluminense,Vermelho,Higor,38.0,,87,87
5315,33,Vasco da Gama,Amarelo,Éder Luís,17.0,,88,88
5315,33,Fluminense,Amarelo,Lucas Pierre Santos Oliveira,5.0,Meio-campo,86,86
5315,33,Fluminense,Amarelo,Higor,38.0,,74,74
5315,33,Fluminense,Amarelo,Gum,3.0,Zagueiro,22,22
5315,33,Vasco da Gama,Amarelo,Bruno Vieira Gallo de Oliveira,5.0,Meio-campo,37,37
5315,33,Fluminense,Amarelo,Wellington Paulista,31.0,,85,85
5315,33,Fluminense,Amarelo,Osvaldo Filho,17.0,Meio-campo,74,74
5316,33,Goiás,Amarelo,Murilo Henrique Pereira Rocha,19.0,,90+1,91
5316,33,Internacional,Amarelo,Artur,33.0,,90+5,95
5316,33,Internacional,Amarelo,Réver,3.0,Zagueiro,43,43
5316,33,Goiás,Amarelo,Renan Brito Soares,1.0,Goleiro,90+3,93
5316,33,Goiás,Amarelo,Patrick,5.0,Meio-campo,80,80
5316,33,Internacional,Amarelo,Lisandro López,17.0,Atacante,87,87
5317,34,Internacional,Amarelo,Alisson Farias,27.0,,90+1,91
5317,34,Ponte Preta,Amarelo,Alexandro da Silva Batista,9.0,Atacante,90,90
5317,34,Ponte Preta,Amarelo,Luiz Antonio Linhares Garcia,4.0,Zagueiro,61,61
5317,34,Internacional,Amarelo,Anderson Luís de Abreu Oliveira,8.0,,90+2,92
5317,34,Ponte Preta,Amarelo,Marcelo Lomba,1.0,Goleiro,90,90
5317,34,Ponte Preta,Amarelo,Gilson Gomes do Nascimento,6.0,Zagueiro,83,83
5318,34,Coritiba,Amarelo,Leandro Silva,15.0,Zagueiro,44,44
5318,34,Coritiba,Amarelo,Rafael Marques Pinto,4.0,Zagueiro,61,61
5318,34,Coritiba,Amarelo,Kléber,52.0,Atacante,26,26
5319,34,Athletico Paranaense,Amarelo,Christián Vilches,3.0,Zagueiro,63,63
5319,34,Avaí,Amarelo,Eduardo Neto,8.0,Meio-campo,89,89
5319,34,Avaí,Amarelo,Jubal Rocha Mendes Júnior,14.0,Zagueiro,90+4,94
5320,34,Fluminense,Amarelo,Cícero Santos,11.0,Meio-campo,71,71
5320,34,Chapecoense,Amarelo,José Gildeixon Clemente de Paiva,8.0,Meio-campo,87,87
5320,34,Chapecoense,Amarelo,Ananias Elói Castro Monteiro,11.0,Meio-campo,39,39
5320,34,Fluminense,Amarelo,Gerson Santos da Silva,30.0,Atacante,84,84
5320,34,Fluminense,Amarelo,Wellington do Nascimento Silva,25.0,Zagueiro,58,58
5320,34,Chapecoense,Amarelo,Túlio de Melo,99.0,Atacante,46,46
5322,34,Flamengo,Amarelo,Wallace Reis da Silva,14.0,Zagueiro,33,33
5323,34,São Paulo,Amarelo,Thiago Henrique Mendes Ribeiro,23.0,Meio-campo,86,86
5323,34,Cruzeiro,Amarelo,Manoel Messias Silva Carvalho,27.0,Zagueiro,63,63
5323,34,São Paulo,Amarelo,Alan Kardec,14.0,,84,84
5324,34,Figueirense,Amarelo,João Vitor Lima Gomes,70.0,Meio-campo,56,56
5324,34,Atlético Mineiro,Amarelo,Douglas Santos,6.0,Zagueiro,86,86
5324,34,Atlético Mineiro,Amarelo,Marcos Rocha,2.0,Zagueiro,45+2,47
5324,34,Figueirense,Amarelo,Leandro Silva,2.0,Zagueiro,42,42
5324,34,Atlético Mineiro,Amarelo,Jemerson de Jesus Nascimento,4.0,Zagueiro,51,51
5324,34,Atlético Mineiro,Amarelo,Leonardo Silva,3.0,Zagueiro,7,7
5321,34,Vasco da Gama,Amarelo,Madson,2.0,Zagueiro,78,78
5321,34,Vasco da Gama,Amarelo,Luan Garcia Teixeira,4.0,Zagueiro,48,48
5321,34,Palmeiras,Amarelo,Jackson de Souza,26.0,Zagueiro,90+1,91
5321,34,Vasco da Gama,Amarelo,Sérgio Antônio Borges Júnior,8.0,Meio-campo,50,50
5321,34,Vasco da Gama,Amarelo,Duvier Riascos,11.0,Meio-campo,24,24
5325,34,Joinville,Amarelo,Fernando Viana,11.0,Atacante,81,81
5325,34,Joinville,Amarelo,Marcelinho Paraíba,10.0,Meio-campo,20,20
5325,34,Santos,Amarelo,Lucas Rafael Araújo Lima,20.0,Meio-campo,22,22
5325,34,Joinville,Vermelho,Rogério Rodrigues da Silva,17.0,,9,9
5325,34,Joinville,Amarelo,Danrlei Rosa Dos Santos,5.0,Meio-campo,50,50
5325,34,Santos,Amarelo,Daniel Guedes,38.0,Zagueiro,70,70
5326,34,Grêmio,Vermelho,Pedro Rocha Neves,32.0,,78,78
5326,34,Sport,Amarelo,André Felipe Ribeiro de Souza,90.0,Atacante,59,59
5326,34,Grêmio,Amarelo,Ramiro Moschen Benetti,17.0,,61,61
5326,34,Sport,Amarelo,Samuel Xavier,27.0,Zagueiro,79,79
5326,34,Grêmio,Amarelo,Luan Guilherme de Jesus Vieira,7.0,Atacante,69,69
5326,34,Grêmio,Amarelo,Walace,5.0,Meio-campo,59,59
5327,35,Cruzeiro,Amarelo,Willians Domingos Fernandes,5.0,Meio-campo,65,65
5327,35,Sport,Amarelo,Régis,10.0,,75,75
5327,35,Sport,Amarelo,André Felipe Ribeiro de Souza,90.0,Atacante,62,62
5327,35,Cruzeiro,Amarelo,Willian Gomes de Siqueira,25.0,Atacante,43,43
5327,35,Sport,Amarelo,Diego Souza,87.0,Atacante,62,62
5327,35,Sport,Amarelo,Matheus Ferraz Pereira,16.0,Zagueiro,41,41
5328,35,Goiás,Amarelo,Felipe Macedo,3.0,Zagueiro,29,29
5328,35,Coritiba,Amarelo,Alan Santos da Silva,5.0,Meio-campo,27,27
5329,35,Ponte Preta,Amarelo,Rodinei de Almeida,2.0,Zagueiro,76,76
5329,35,Ponte Preta,Amarelo,Diego Oliveira,18.0,,61,61
5329,35,Figueirense,Amarelo,Fabinho,77.0,Meio-campo,36,36
5329,35,Figueirense,Amarelo,Juninho,25.0,Zagueiro,24,24
5329,35,Ponte Preta,Amarelo,Renato de Araújo Chaves Júnior,3.0,Zagueiro,70,70
5329,35,Ponte Preta,Amarelo,Luiz Antonio Linhares Garcia,4.0,Zagueiro,12,12
5329,35,Figueirense,Amarelo,Carlos Alberto Gomes de Jesus,19.0,Meio-campo,27,27
5329,35,Figueirense,Amarelo,Clayton da Silveira da Silva,7.0,Meio-campo,18,18
5331,35,Palmeiras,Vermelho,Jackson de Souza,26.0,Zagueiro,90+4,94
5331,35,Athletico Paranaense,Amarelo,Cleberson Martins de Souza,3.0,Zagueiro,34,34
5331,35,Palmeiras,Amarelo,Eduardo Pereira Rodrigues,7.0,Meio-campo,83,83
5331,35,Palmeiras,Amarelo,Jackson de Souza,26.0,Zagueiro,45,45
5331,35,Palmeiras,Vermelho,Róbson Michael Signorini,27.0,Meio-campo,90+5,95
5331,35,Athletico Paranaense,Amarelo,Daniel Hernández,16.0,,90+2,92
5331,35,Palmeiras,Amarelo,Alecsandro,90.0,,90+3,93
5331,35,Palmeiras,Amarelo,Willian José de Souza,15.0,Meio-campo,52,52
5330,35,Avaí,Amarelo,Romário Guilherme dos Santos,66.0,Zagueiro,90,90
5330,35,Avaí,Amarelo,Emerson dos Santos da Silva,4.0,Zagueiro,28,28
5330,35,Joinville,Amarelo,Carlos Eduardo Antônio dos Santos,8.0,Meio-campo,31,31
5330,35,Avaí,Amarelo,Éverton Silva,7.0,,89,89
5330,35,Avaí,Amarelo,Eduardo Neto,8.0,Meio-campo,21,21
5332,35,Grêmio,Amarelo,Ramiro Moschen Benetti,17.0,Meio-campo,83,83
5332,35,Fluminense,Amarelo,Wellington Paulista,31.0,,90+3,93
5332,35,Fluminense,Amarelo,Wellington do Nascimento Silva,25.0,Zagueiro,45,45
5332,35,Fluminense,Vermelho,Gerson Santos da Silva,30.0,,65,65
5332,35,Grêmio,Amarelo,Walace,5.0,Meio-campo,85,85
5332,35,Grêmio,Amarelo,Bressan,4.0,Zagueiro,41,41
5332,35,Fluminense,Amarelo,Gerson Santos da Silva,30.0,,52,52
5332,35,Fluminense,Amarelo,Fred,9.0,Atacante,24,24
5333,35,Internacional,Vermelho,Juan Silveira dos Santos,4.0,Zagueiro,62,62
5333,35,Chapecoense,Amarelo,Francinilson Santos Meirelles,40.0,Meio-campo,89,89
5333,35,Chapecoense,Amarelo,Vilson Xavier de Menezes Júnior,34.0,Zagueiro,68,68
5333,35,Internacional,Amarelo,William de Asevedo Furtado,6.0,Zagueiro,90,90
5333,35,Internacional,Amarelo,Juan Silveira dos Santos,4.0,Zagueiro,53,53
5333,35,Chapecoense,Amarelo,Neném,33.0,,89,89
